0.448921	0.28611	0.187627	0.110258	0.39147
0.463371	0.291306	0.18986	0.111061	0.400951
0.470978	0.293908	0.190882	0.111332	0.405672
0.477691	0.29615	0.191747	0.11155	0.409814
0.487331	0.299269	0.192904	0.111798	0.41559
0.4904	0.300276	0.193341	0.111972	0.417464
0.498165	0.302635	0.194089	0.111987	0.421853
0.506247	0.305138	0.195089	0.112309	0.426515
0.516878	0.308365	0.196425	0.112802	0.432547
0.521471	0.309793	0.197134	0.113192	0.435184
0.533932	0.31333	0.198485	0.11359	0.441746
0.547189	0.31695	0.199884	0.114032	0.448471
0.556355	0.319427	0.200953	0.114501	0.452961
0.562857	0.321073	0.201549	0.114655	0.456013
0.569015	0.322666	0.202243	0.114972	0.458843
0.571633	0.323276	0.202412	0.114959	0.46
0.574318	0.323932	0.202659	0.115036	0.461115
0.573523	0.323686	0.202475	0.114879	0.460686
0.571462	0.323164	0.202248	0.114775	0.459729
0.56851	0.322332	0.201752	0.114422	0.458231
0.565693	0.321665	0.201561	0.114428	0.457035
0.562714	0.320916	0.201277	0.114339	0.455677
0.559387	0.320001	0.200809	0.11406	0.453993
0.556859	0.319318	0.200489	0.113894	0.452782
0.556012	0.319099	0.200406	0.113868	0.452347
0.557453	0.319402	0.200401	0.113735	0.452931
0.559824	0.320009	0.200631	0.113807	0.454024
0.560625	0.320145	0.200562	0.113654	0.454272
0.560927	0.320187	0.200518	0.113575	0.454301
0.558648	0.319503	0.200078	0.113241	0.453067
0.555161	0.318503	0.199519	0.112869	0.451219
0.55097	0.317308	0.198885	0.112475	0.449058
0.544945	0.315609	0.198058	0.11202	0.445902
0.537251	0.313355	0.196899	0.111331	0.441736
0.527895	0.31071	0.195819	0.110926	0.436866
0.515305	0.306906	0.194047	0.110043	0.4298
0.503125	0.303112	0.192325	0.109239	0.422727
0.489564	0.298735	0.190358	0.108355	0.414656
0.472571	0.293056	0.187899	0.107372	0.404239
0.455903	0.287056	185	0.105929	0.393305
0.439973	0.281105	0.1822	0.104639	0.382558
0.42276	0.274363	0.178976	0.103143	0.370666
0.406439	0.267875	0.17623	0.102283	0.359252
0.392248	0.261892	0.17345	0.101161	0.349024
0.378627	0.255813	0.170338	0.099621	0.338671
0.366077	0.250087	0.1675	0.098347	0.329094
0.355781	0.245214	0.164974	0.097118	0.321063
0.346514	0.2408	0.162828	0.09625	0.313852
0.338077	0.236606	0.160577	0.09511	0.307158
0.332217	0.233649	0.158991	0.094319	0.302385
0.326206	0.230599	0.157398	0.09358	0.297562
0.31972	0.227205	0.155494	0.09256	0.292226
0.315658	0.22513	0.154489	0.092197	0.288967
0.311188	0.222784	0.153257	0.091639	0.285321
0.306961	0.220562	0.152123	0.091171	0.281843
0.3036	0.218794	0.151251	0.090853	0.27913
0.301627	0.217751	0.150734	0.090664	0.277458
0.298814	0.216179	0.149782	0.090094	0.275142
0.295689	0.214468	0.148843	0.089639	0.272505
0.294012	0.213547	0.14834	0.089399	0.271079
0.291613	0.21225	0.147689	0.089159	0.269114
0.29036	0.211569	0.147347	0.089032	0.268062
0.289368	0.211047	0.147126	0.089004	0.267313
0.288698	0.210718	0.147044	0.089083	0.266721
0.288885	0.210838	0.147147	0.089175	0.266937
0.290324	0.211623	0.147543	0.089322	0.268114
0.292041	0.212555	0.148012	0.089496	0.26956
0.297628	0.215582	0.14957	0.090126	0.274201
0.301926	0.217871	0.150708	0.090544	0.277692
0.307892	0.221068	0.152416	0.091333	0.282615
0.315744	0.225154	0.154456	0.092129	0.289022
0.323016	0.228853	0.156244	0.092773	0.294866
0.33023	0.232521	0.158135	0.093618	0.300645
0.337165	0.23595	0.159806	0.094268	0.306125
0.342596	0.238621	0.161154	0.094858	0.310398
0.349554	0.241982	0.162814	0.095556	0.315808
0.353743	0.24405	0.163985	0.096224	0.319239
0.359728	0.246976	0.165642	0.097177	0.323969
0.363189	0.248633	0.166546	0.097666	0.326717
0.365941	0.250002	0.167413	0.098258	0.32898
0.369848	0.251884	0.168513	0.098933	0.332072
0.37139	0.252646	0.169006	0.09928	0.33339
0.375256	0.254489	0.170087	0.099948	0.336447
0.379477	0.256461	0.1712	0.100599	0.339786
0.382634	0.257975	0.172155	0.101256	0.342241
0.386405	0.259733	0.173195	0.101912	0.345242
0.390819	0.261752	0.174349	0.10261	0.348689
0.394502	0.263479	0.17545	0.10338	0.351598
0.398454	0.265181	0.176282	0.103755	0.354592
0.404129	0.267668	0.177637	0.104522	0.358825
0.409724	0.270089	0.17896	0.105278	0.363026
0.414393	0.272106	0.180104	0.105974	0.366553
0.421158	0.274932	0.181597	0.106788	0.371467
0.427584	0.277525	0.182876	0.107406	0.376132
0.434882	0.280488	0.184471	0.108317	0.381308
0.440542	0.28269	0.185545	0.108833	0.385317
0.447844	0.285517	0.186989	0.109599	0.39039
0.453272	0.28766	0.188224	0.110392	0.394278
0.461811	0.290817	0.189769	0.11116	0.400023
0.466233	0.292627	0.191031	0.112157	0.403338
0.475057	0.295714	0.192423	0.112745	0.408999
0.481645	0.297997	0.193506	0.113263	0.413235
0.489173	0.300697	0.195043	0.114258	0.418203
0.494851	0.302773	0.196356	0.115215	0.422063
0.501691	0.305122	0.197662	0.116039	0.42647
0.507578	0.30709	0.198723	0.116685	0.430148
0.513561	0.309087	0.199855	0.117422	0.433906
0.518821	0.310757	0.200704	0.117899	0.437047
0.52132	0.311626	0.201293	0.118361	0.438634
0.527744	0.313663	0.202408	0.119061	0.442495
0.529716	0.314313	0.202819	0.119364	0.443679
0.533278	0.315529	0.203669	0.12005	0.445973
0.535159	0.316111	0.203992	0.120257	0.447043
0.536355	0.316617	0.204501	0.120766	0.448039
0.536793	0.316841	0.204775	0.121062	0.448433
0.538086	0.317406	0.205371	0.121671	0.449509
0.538801	0.317861	0.206019	0.122403	0.450417
0.536862	0.317419	0.20603	0.122617	0.449579
0.537609	0.317781	0.206455	0.12307	0.450282
0.535415	0.317298	0.206512	0.12337	0.449347
0.534312	0.317289	0.207073	0.124188	0.449328
0.532759	0.317015	0.207277	0.12461	0.448818
0.530375	0.316413	0.207191	0.12476	0.447729
0.529315	0.316392	0.207718	0.125538	0.447687
0.528556	0.316255	0.20782	0.125751	0.447378
0.525044	0.31531	0.207593	0.125856	0.445624
0.522238	0.314578	0.207484	0.126036	0.444277
0.520159	0.31414	0.207651	0.126486	0.443417
0.517326	0.313368	0.207491	0.126614	0.441952
0.514033	0.312596	0.207614	0.12716	0.440469
0.513892	0.312717	0.207979	0.127644	0.440662
0.512711	0.312502	0.208174	0.128036	0.440292
0.50923	0.311472	0.20784	0.128035	0.438366
0.507615	0.311113	0.207975	0.128408	0.437691
0.50612	0.310659	0.207817	0.128392	0.436763
0.504243	0.31013	0.207721	0.128506	0.435771
0.501248	0.309288	0.207588	0.128718	0.434173
0.499895	0.308934	0.207596	0.128904	0.433475
0.498747	0.308644	0.207631	0.129099	0.432954
0.498849	0.308854	0.208067	0.12965	0.433331
0.498003	0.308596	0.207989	0.129661	0.432855
0.496905	0.308271	0.207915	0.12971	0.432208
0.49706	0.30837	0.208051	0.129867	0.432421
0.497047	0.308503	0.208376	0.13029	0.432626
0.494996	0.307856	0.208149	0.130269	0.431425
0.496076	0.308307	0.20853	0.13062	0.432255
0.496891	0.308767	0.209107	0.131261	0.433167
0.499657	0.309634	0.209413	0.13129	0.434815
0.497683	0.309252	0.20976	0.132006	0.434018
0.499224	0.309786	0.210052	0.132179	0.435037
0.500776	0.310322	0.210344	0.132353	0.436084
0.501855	0.310932	0.211118	0.133218	0.437234
0.503208	0.311547	0.211736	0.133844	0.438419
0.505169	0.312242	0.212162	0.13414	0.439754
0.509785	0.313824	0.213062	0.134711	0.442775
0.510691	0.314143	0.213263	0.134855	0.44337
0.513887	0.315209	0.213847	0.135205	0.445436
0.516475	0.316096	0.214386	0.135579	0.44713
0.519619	0.317046	0.214754	0.135664	0.448942
0.523302	0.318285	0.215508	0.136187	0.451339
0.526049	0.319095	0.215815	0.136252	0.452858
0.529326	0.320141	0.216386	0.136598	0.454898
0.532719	0.321142	0.216805	0.136738	0.456842
0.536296	0.322307	0.217525	0.137251	0.459052
0.539928	0.323617	0.218576	0.138187	0.461586
0.543651	0.324785	0.219265	0.138653	0.463784
0.54682	0.325785	0.219884	0.139096	0.46572
0.550765	0.327029	0.220672	0.139675	0.468074
0.55425	0.328223	0.221613	0.140505	0.4704
0.557482	0.329123	0.222019	0.14068	0.47207
0.558598	0.329426	0.222144	0.140721	0.472638
0.562025	0.330238	0.222271	0.140524	0.474146
0.56684	0.331715	0.223259	0.141291	0.476948
0.569986	0.332777	0.224147	0.142108	0.478948
0.571697	0.333258	0.224414	0.142278	0.479848
0.573335	0.3337	0.22463	0.14239	0.48067
0.574786	0.334147	0.224953	0.142658	0.481492
0.580977	0.33596	0.226152	0.143583	0.484824
0.579196	0.335325	0.22554	0.142974	0.483646
0.582001	0.336048	0.22587	0.143124	0.484952
0.582078	0.33603	0.225792	0.143017	0.484926
0.585452	0.337094	0.226649	0.143788	0.486904
0.585264	0.337048	0.226631	0.143782	0.486815
0.587026	0.337633	0.227153	0.144281	0.487899
0.588525	0.337878	0.227021	0.143972	0.488266
0.587756	0.337661	0.22688	0.143864	0.487881
0.590525	0.338394	0.227284	0.14412	0.489188
0.590423	0.338464	0.227491	0.144393	0.489359
0.589808	0.338314	0.22743	0.144373	0.48909
0.588337	0.337936	0.227241	0.144269	0.488405
0.58922	0.338361	0.227806	0.144907	0.489197
0.588862	0.338464	0.228205	0.145451	0.489423
0.586574	0.337768	0.227671	0.144986	0.488208
0.59135	0.338937	0.228147	0.145143	0.490271
0.594548	0.33967	0.228373	0.145136	0.491542
0.594989	0.339661	0.228154	0.144817	0.491461
0.597025	0.340453	0.22905	0.145771	0.4929
0.593728	0.339435	0.228206	0.144998	0.491092
0.594216	0.339858	0.228952	0.145905	0.491949
0.595929	0.340538	0.229733	0.146744	0.493149
0.5977	0.341192	0.230434	0.147477	0.494362
0.598068	0.341163	0.230205	0.14715	0.494277
0.598844	0.341405	0.230412	0.147344	0.494734
0.596629	0.340609	0.229582	0.146486	0.493248
0.59817	0.340879	0.229511	0.146255	0.493715
0.599848	0.341391	0.229935	0.146644	0.494599
0.598106	0.340922	0.229636	0.146421	0.493803
